SampleID,HC343,HC345,HC348,HC354,HC361,HC363,HC364,HC367,HC370,HC374,HC375,HC376,HC383,HC384,HC387,HC388,HC389,HC391,HC392,HC394,HC396,HC455,HC456,HC465,HC466,HC467,HC511,HC515,HC524,HC525,HC537,HC538,HC539,HC543,HC551,HC609,HC618,HC628,HC638,HC696,HC716,HC720,HC721,HC722,HC733,HC769,HC770,HC773,HC778,HC786,KR00064,KR00065,KR00070,KR00080,KR00081,KR00085,KR00098,KR00099,KR00102,KR00105,KR00113,KR00144,KR00167,KR00168,KR00182,KR00192,KR00198,KR00199,KR00203,KR00207,KR00211,KR00216,KR00219,KR00220,KR00235,KR00266,KR00270,KR00304,KR00305,KR00307,KR00308,KR00312,KR00316,KR00349,KR00359,KR00361,KR00362,KR00364,KR00386,KR00388,KR00389,KR00402,KR00422,KR00423,KR00424,KR00448,KR00449,KR00450,KR00458,KR00488
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_casei,0,0,0,0,0,0,0,0.156951,0,0,0,0,0,0,0,0,0,0,0.146524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118706,0,0,0,0,0,0.0432529,0,0,0,0,0,0,0,0,0.0424089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_confusum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_coyleae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354227,0,0,0.0998755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458772,0,0.0793564,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_dentalis,0,0,0,0,0,0,0,0.0784753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_deserti,0,0,0.24483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_diphtheriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59841,0,0.0732618,0,0,0,0,0,0,0,0,0,0,0.271554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499378,0,0.217967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867484,0,0,0,0,0,0,0.127188,0,0,0,0.201998,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_durum,0.0478489,0,0,1.84355,0,0,4.54041,0.235426,1.85845,3.34409,9.18837,0,0,0.872806,0,0,5.9841,0.645205,83.2987,0,0,23.1738,0,0,12.1332,0.050821,0,102.498,0.952292,1.62932,58.6273,150.84,0,0.0356119,18.521,0,14.438,0,0,12.6299,0,0,0,0,6.44693,3.85006,0.493901,0.249689,0,10.3534,0,18.4554,0,0,15.3568,443.922,0.760107,12.9976,3.12542,4.80266,0.843894,2.56088,0,3.75785,0,28.4557,0,0,0,6.74038,0,0,32.3909,0,0,0,0.221399,0,0,2.32447,42.6782,26.3137,0.773928,15.2732,0,4.27016,2.57152,0.217451,17.6791,4.68926,14.1021,0,2.82798,1.85487,0.615035,9.12447,0,8.17371,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_efficiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_falsenii,0,0,0,0,0,0,0,0.0784753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933912,0,0,0,0,0,0,0.317426,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_flavescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1172,0,0,0,0,0,0,0,0.0756187,0,0,0.124908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_fournieri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_frankenforstense,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10581,0,0,0,0,0,0,0.0609484,0,0,0,0,0,0,0,0,0,0,4.24755,0.149813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_freneyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_genitalium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glucuronolyticum,0,0,0,0,0,0,0,0,0,0,0,0.0490406,0,0.124687,0,0,0,0,0.293047,0,0,0,0,0,0,0,0,0,0.21162,0,0,0,0,0,0,0,0,0,0,0,0,0.341046,0.0848464,0,0,0,0,0.848942,0,0.32695,0,0,0,0,0,0.749446,0,0,0,0,0,0,0,0,0,0,0,1.3986,0,0,0,0,0,0,0,0,0,0,0,0,0.154631,1.73497,0,0,0.109287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124687,0,0,0,0,0.146524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00525,0,0.378094,0,0,0,0,0,0,0,0,0,0,0.736833,31.9944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257152,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glyciniphilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_gottingense,0,0,0,0,0,0,0,0,0,0,0.0513317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22198,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_hadale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793564,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_haemomassiliense,0,0,0,0,0,0,0,0.863228,0,0.431496,0,0,0,0,0,0,0,0,0,0.0400441,0.0841025,0.15658,0,0,0,0,0,0,0.529051,0,0,0.866899,0,0.213671,0,0,0,0,0,0.0432529,0,0,0,0,0,0,0.296341,0.199751,0,0.108983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939131,0,0.058275,0,0,0,0,0,0,0.258015,0,0,0,0,0,0.927787,0.433742,1.54786,0,0,0,0.0857174,0,0.317969,0,0,0,0,0,0,0.0509747,0,0,0.152716,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_heidelbergense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_hesseae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457389,0,0,0.21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860051,0,0,0,0,0,0.927787,8.38568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317426,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_hindlerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432529,0,0,0,0,0,0,0,0.0499378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_humireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_imitans,0.0478489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420512,0,0,0,0,0,0,0,0,0,0,0,0,0.391731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164378,0,0.249815,0,0,0,0.0941698,0.046883,0,0,0,0,0,0,0,0,0.0832146,0,0,0,0,0,0,0,0,0,0,0,1.01206,0.331683,0,0,0.0601431,0,0,0,0,0,0,0,0,0,0,0,12.2209,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_jeikeium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149813,0,0,0,0,0,0,0,0,0,0,0,0,0.046883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59039,0.110561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714208,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_kefirresidentii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15658,0,0,0,0.152463,0,0,0,5.15952,0,0,0,0.0118706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158713,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_kroppenstedtii,0,0,0,0,0,0,0,0.156951,0,0,0,0,0,0,0,0,1.19682,0,0,0,0.252307,0,0,0,0,24.4449,1.43763,0,0,0,0,0.17338,0,0,0,0,0,0.162041,0,0,0,0,0,0,0.0354227,0,0,0.199751,0,0,0,0,0.0756187,0,0,0,0.138201,0.0915325,0,0,0,0,0,3.75785,0,0.0939131,0,0,0,0,0,0,0,0,0.17201,0,0,0,0,0,0,0,0,0,0,0,0,0.108726,0,0,0,0,0.403996,0,0,0.101949,0,0.158713,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_lujinxingii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_macginleyi,0,0,0,0,0,0,0,0,0,0,1.9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509747,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_marinum,0,0,0,0,0,0,0,0.156951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_marquesiae,0,0,0,0,0,0,0,8.16143,0,0,0,0,4.35311,0.498746,0,0,2.39364,0,0,0,0.0841025,1.17435,0,0.105248,0,2.33777,0,0,2.64526,185.471,79.9463,0,0,0,0.106442,0,0,0,0,0,0.162769,1.1693,0,0,0.212536,0,10.3719,28.5644,0,2.50662,0.0589264,0,0,0,0,0.249815,0,0,0,0,0,0,0,0,0,0,0,0.407925,0,0,0,0,0,0,0.516031,0,0,0,0.129757,0,0.463893,1.73497,0,0,0,0,0,0,0,0,0.0933912,0,0,0,0,0.0509747,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_massiliense,0,0,0,0,0,0,0,0.941703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43291,1.99751,0,0,0,0,0,0,0,0,0.0691006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509747,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_matruchotii,0.0956977,0,0,1.84355,0,0,0.504489,3.13901,1.39384,0,10.7797,0,0,0.37406,0,0,0,0,0.146524,0,0,1.01777,0,0,0.454997,0.457389,0,37.2515,0,0,0,8.66899,0,0.178059,0.319327,0,1.68756,0,0,0.0432529,0,0,0,0,0,4.43594,0.493901,0.0998755,0,0.217967,0,0,0.302475,0,0,40.2203,0,1.55605,0.0947098,0.18834,0,0.975572,0,1.69472,0,1.12696,0,0,0,0.332858,0,0,0,0,0,0,0.1107,0,0,0,0,1.30123,0.221122,0.477287,0,0,0,0,0.190782,0,0.653738,0,4.03996,0,0,0.0509747,0,3.33297,0.152716,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_minutissimum,0,0,0,0,0,0,0,0.0784753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317426,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_nuruki,0,0,0,0,0,0,0,0.235426,0,0,0,0,0,0,0,0,0,0,0,0.120132,0.168205,0,0,0,0,0.050821,0,0,0,0,0,0,0,0,0,0,0,0.0540138,0,0,0,0,0,0,0,0.167394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_occultum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32975,0,0,0,0,0,0,0,0,0.0432529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_pelargi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793564,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_propinquum,0.0478489,0,0,0,0,0,0,0,0,0,62.6247,0,0,0.498746,0,0,0,0,21.7588,0,0,0,0,0,0,0,0,0,0,0,15.9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67926,212.935,0,0,0,0.366179,0,0,2.06726,0,0,0,0,0,0,0.365839,0,0,0,0.563479,0,0,10.9649,0,0,0,0,0,0,0,0,0,0,0.774823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_provencense,0,0,0.48966,0,0.245781,0,0,0.0784753,0,0,0,0,0,0,0,0,0,0,0,0.0800881,0,0,0,0,0,0,0,0,0,0,0,0.17338,0,0,0,0,0.0937531,0,0,0.0865059,0,0,0,0,0.0354227,0,0,0,0,0.108983,0,0,0,0,0,0.374723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_pseudodiphtheriticum,3.11018,0,0,0,0,0,0,0,0,0,2.41259,0,0,0,0,0,0,0,0.293047,0,0,0,0,0,0,0,0,0,0,0,1300.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6467,0,0,0,0,0,0,0.295323,0,0,0,0,0,0.187532,0,0,0,0,0,0,0,0.155531,0,0,0,0,0,0,0,0.442799,0,0,0,0,0,0,0,0,0.240573,0,0,0,0,0,0,3.23197,0,0,0,0,0,0,0
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_pseudogenitalium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52577,0,0,0,0,0,0.124908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714208,0,0
